"","model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize","manufacturer"
"2697"," C Class",2019,32540,"Automatic",2960,"Diesel",145,55.4,2,"Mercedes"
"2698"," A Class",2019,26480,"Semi-Auto",1129,"Diesel",145,56.5,2,"Mercedes"
"2699"," C Class",2019,30980,"Semi-Auto",1250,"Diesel",145,61.4,2,"Mercedes"
"2700"," C Class",2019,27980,"Semi-Auto",10982,"Petrol",145,44.1,1.5,"Mercedes"
"2701"," GLE Class",2016,33750,"Semi-Auto",44870,"Diesel",300,39.2,3,"Mercedes"
"2702"," C Class",2019,26940,"Automatic",4600,"Diesel",145,61.4,2,"Mercedes"
"2703"," A Class",2015,12233,"Semi-Auto",40246,"Diesel",20,68.9,1.5,"Mercedes"
"2704"," C Class",2019,39000,"Semi-Auto",2857,"Petrol",145,30.4,3,"Mercedes"
"2705"," C Class",2019,25440,"Semi-Auto",8763,"Diesel",145,61.4,2,"Mercedes"
"2706"," C Class",2018,25500,"Semi-Auto",10592,"Diesel",145,67.3,2.1,"Mercedes"
"2707"," GLA Class",2019,25495,"Semi-Auto",6801,"Petrol",150,48.7,1.6,"Mercedes"
"2708"," B Class",2019,22990,"Manual",169,"Petrol",145,44.8,1.3,"Mercedes"
"2709"," A Class",2015,15500,"Manual",23542,"Diesel",20,70.6,1.5,"Mercedes"
"2710"," CL Class",2016,16900,"Semi-Auto",51320,"Diesel",125,58.9,2.1,"Mercedes"
"2711"," A Class",2018,16571,"Manual",20289,"Diesel",150,72.4,1.5,"Mercedes"
"2712"," E Class",2019,25196,"Automatic",14764,"Diesel",145,72.4,2,"Mercedes"
"2713"," C Class",2019,30672,"Automatic",3946,"Diesel",145,57.7,2,"Mercedes"
"2714"," C Class",2017,16911,"Semi-Auto",32390,"Diesel",150,65.7,1.6,"Mercedes"
"2715"," B Class",2019,19090,"Manual",5830,"Diesel",145,65.7,2.1,"Mercedes"
"2716"," A Class",2019,18964,"Semi-Auto",15303,"Diesel",145,65.7,1.5,"Mercedes"
"2717"," CL Class",2017,15362,"Manual",50743,"Diesel",145,65.7,2.1,"Mercedes"
"2718"," A Class",2018,17572,"Semi-Auto",15899,"Diesel",145,68.9,2.1,"Mercedes"
"2719"," GLS Class",2017,46002,"Automatic",28416,"Diesel",145,37.2,3,"Mercedes"
"2720"," C Class",2019,36350,"Automatic",17009,"Diesel",145,61.4,2,"Mercedes"
"2721"," C Class",2016,22890,"Semi-Auto",20077,"Diesel",20,67.3,2.1,"Mercedes"
"2722"," CLS Class",2016,20990,"Semi-Auto",44444,"Diesel",160,51.4,3,"Mercedes"
"2723"," C Class",2017,14420,"Manual",33273,"Diesel",20,65.7,2.1,"Mercedes"
"2724"," C Class",2019,24202,"Automatic",8252,"Petrol",145,45.6,1.5,"Mercedes"
"2725"," C Class",2018,22900,"Semi-Auto",4500,"Petrol",145,44.1,1.5,"Mercedes"
"2726"," CL Class",2020,28891,"Semi-Auto",2512,"Petrol",145,44.8,1.3,"Mercedes"
"2727"," E Class",2018,26490,"Semi-Auto",17993,"Diesel",145,58.9,2,"Mercedes"
"2728"," E Class",2016,22372,"Semi-Auto",40950,"Diesel",30,61.4,2,"Mercedes"
"2729"," C Class",2017,21111,"Semi-Auto",24900,"Diesel",30,61.4,2.1,"Mercedes"
"2730"," GLA Class",2018,20490,"Semi-Auto",10266,"Petrol",145,44.8,1.6,"Mercedes"
"2731"," A Class",2018,18972,"Semi-Auto",24340,"Petrol",145,52.3,1.6,"Mercedes"
"2732"," E Class",2017,21990,"Semi-Auto",24000,"Diesel",145,65.7,2,"Mercedes"
"2733"," C Class",2017,17490,"Automatic",20000,"Diesel",145,64.2,2.1,"Mercedes"
"2734"," A Class",2019,20990,"Automatic",3234,"Diesel",145,68.9,1.5,"Mercedes"
"2735"," GLA Class",2019,23790,"Automatic",3467,"Petrol",145,37.2,1.6,"Mercedes"
"2736"," C Class",2019,28466,"Automatic",4938,"Diesel",145,61.4,2,"Mercedes"
"2737"," A Class",2013,9595,"Manual",57000,"Diesel",20,72.4,1.5,"Mercedes"
"2738"," E Class",2019,32490,"Semi-Auto",3375,"Diesel",145,42.8,2,"Mercedes"
"2739"," E Class",2020,38990,"Semi-Auto",648,"Diesel",145,43.5,3,"Mercedes"
"2740"," A Class",2020,27990,"Semi-Auto",697,"Petrol",145,53.3,1.3,"Mercedes"
"2741"," X-CLASS",2019,27995,"Automatic",2750,"Diesel",260,35.8,2.3,"Mercedes"
"2742"," X-CLASS",2019,32995,"Automatic",600,"Diesel",260,31.4,3,"Mercedes"
"2743"," V Class",2019,45394,"Automatic",1350,"Diesel",145,36.2,2,"Mercedes"
"2744"," A Class",2020,25995,"Automatic",5000,"Diesel",145,62.8,1.5,"Mercedes"
"2745"," A Class",2016,14990,"Semi-Auto",22350,"Diesel",20,70.6,2.1,"Mercedes"
"2746"," GLC Class",2019,28985,"Automatic",14123,"Diesel",145,56.5,2.1,"Mercedes"
"2747"," GLE Class",2016,26295,"Semi-Auto",27595,"Diesel",260,42.8,3,"Mercedes"
"2748"," B Class",2019,19295,"Semi-Auto",11641,"Petrol",145,45.6,1.3,"Mercedes"
"2749"," C Class",2018,23995,"Semi-Auto",12137,"Diesel",145,67.3,2.1,"Mercedes"
"2750"," CL Class",2014,17990,"Semi-Auto",18024,"Diesel",30,62.8,2.1,"Mercedes"
"2751"," E Class",2019,23690,"Semi-Auto",14295,"Diesel",145,72.4,2,"Mercedes"
"2752"," E Class",2016,18990,"Automatic",33599,"Diesel",160,52.3,3,"Mercedes"
"2753"," A Class",2020,24990,"Semi-Auto",2044,"Diesel",145,62.8,1.5,"Mercedes"
"2754"," E Class",2020,35990,"Semi-Auto",4025,"Diesel",145,53.3,2,"Mercedes"
"2755"," C Class",2019,32890,"Semi-Auto",4025,"Petrol",145,42.2,2,"Mercedes"
"2756"," CL Class",2020,30990,"Semi-Auto",200,"Petrol",150,44.8,1.3,"Mercedes"
"2757"," C Class",2017,19495,"Semi-Auto",23136,"Diesel",30,64.2,2.1,"Mercedes"
"2758"," E Class",2019,35660,"Automatic",7322,"Petrol",145,33.7,2,"Mercedes"
"2759"," C Class",2020,30990,"Semi-Auto",2780,"Diesel",145,61.4,2,"Mercedes"
"2760"," C Class",2019,28990,"Automatic",4824,"Diesel",145,64.2,2,"Mercedes"
"2761"," E Class",2020,37890,"Semi-Auto",2499,"Diesel",145,57.7,2,"Mercedes"
"2762"," GLE Class",2019,47890,"Semi-Auto",6224,"Diesel",145,36.7,2,"Mercedes"
"2763"," E Class",2020,46200,"Semi-Auto",4814,"Petrol",145,33.7,2,"Mercedes"
"2764"," C Class",2015,28561,"Semi-Auto",23050,"Petrol",305,34.5,4,"Mercedes"
"2765"," GLA Class",2019,23122,"Automatic",11656,"Diesel",145,67.3,2.1,"Mercedes"
"2766"," GLA Class",2019,24172,"Semi-Auto",9554,"Diesel",145,67.3,2.1,"Mercedes"
"2767"," C Class",2018,23522,"Semi-Auto",15488,"Petrol",145,46.3,1.5,"Mercedes"
"2768"," S Class",2018,41632,"Semi-Auto",12955,"Diesel",145,52.3,3,"Mercedes"
"2769"," GLC Class",2018,28452,"Semi-Auto",26993,"Diesel",145,56.5,2.1,"Mercedes"
"2770"," A Class",2017,32222,"Semi-Auto",23975,"Petrol",145,40.9,2,"Mercedes"
"2771"," E Class",2017,21752,"Semi-Auto",33090,"Diesel",145,61.4,2,"Mercedes"
"2772"," CLS Class",2018,31796,"Semi-Auto",14130,"Diesel",150,48.7,2.9,"Mercedes"
"2773"," A Class",2020,16862,"Manual",29515,"Petrol",150,47.1,1.3,"Mercedes"
"2774"," GLC Class",2017,26551,"Semi-Auto",13644,"Diesel",150,56.5,2.1,"Mercedes"
"2775"," A Class",2019,33932,"Semi-Auto",69,"Petrol",145,35.3,2,"Mercedes"
"2776"," C Class",2019,37321,"Automatic",50,"Diesel",145,54.3,1.6,"Mercedes"
"2777"," CL Class",2016,17136,"Automatic",11269,"Petrol",125,53.3,1.6,"Mercedes"
"2778"," C Class",2019,31876,"Semi-Auto",9339,"Diesel",145,54.3,2,"Mercedes"
"2779"," E Class",2019,52713,"Automatic",7502,"Petrol",145,32.1,3,"Mercedes"
"2780"," GLE Class",2019,56693,"Automatic",9632,"Petrol",145,29.5,3,"Mercedes"
"2781"," CL Class",2015,16000,"Semi-Auto",57695,"Diesel",20,62.8,2.1,"Mercedes"
"2782"," GLE Class",2017,26925,"Semi-Auto",30546,"Diesel",145,42.8,3,"Mercedes"
"2783"," C Class",2017,14645,"Automatic",42104,"Diesel",20,65.7,2.1,"Mercedes"
"2784"," C Class",2016,18750,"Semi-Auto",22557,"Diesel",30,62.8,2.1,"Mercedes"
"2785"," GLA Class",2014,16995,"Semi-Auto",35344,"Diesel",150,55.4,2.1,"Mercedes"
"2786"," GLC Class",2019,35995,"Semi-Auto",7132,"Diesel",145,40.9,2,"Mercedes"
"2787"," A Class",2019,23995,"Semi-Auto",6429,"Petrol",150,53.3,1.3,"Mercedes"
"2788"," C Class",2019,24595,"Semi-Auto",15274,"Diesel",145,61.4,2,"Mercedes"
"2789"," CL Class",2019,25495,"Semi-Auto",13780,"Diesel",145,51.4,2.2,"Mercedes"
"2790"," B Class",2020,26495,"Semi-Auto",100,"Diesel",145,55.4,2,"Mercedes"
"2791"," GLE Class",2020,50495,"Semi-Auto",2200,"Diesel",145,36.7,2,"Mercedes"
"2792"," C Class",2019,32495,"Semi-Auto",7499,"Petrol",145,44.1,1.5,"Mercedes"
"2793"," C Class",2019,30995,"Semi-Auto",1,"Diesel",145,46.3,2,"Mercedes"
"2794"," C Class",2019,29990,"Automatic",5376,"Petrol",145,44.1,2,"Mercedes"
"2795"," C Class",2019,25989,"Automatic",2997,"Petrol",145,44.1,1.5,"Mercedes"
"2796"," E Class",2019,43989,"Automatic",6214,"Hybrid",135,188.3,2,"Mercedes"
"2797"," C Class",2019,34989,"Automatic",4131,"Diesel",145,55.4,2,"Mercedes"
"2798"," C Class",2016,22480,"Semi-Auto",18724,"Diesel",20,67.3,2.1,"Mercedes"
"2799"," GLA Class",2019,22989,"Semi-Auto",12884,"Diesel",150,67.3,2.1,"Mercedes"
"2800"," GLC Class",2019,37989,"Automatic",4824,"Diesel",145,40.9,2,"Mercedes"
"2801"," E Class",2016,19980,"Semi-Auto",16383,"Diesel",145,53.3,3,"Mercedes"
"2802"," C Class",2019,30890,"Automatic",4390,"Petrol",145,42.8,2,"Mercedes"
"2803"," GLS Class",2018,41994,"Automatic",7256,"Diesel",145,37.2,3,"Mercedes"
"2804"," E Class",2019,25890,"Automatic",6500,"Diesel",145,72.4,2,"Mercedes"
"2805"," GLE Class",2019,46890,"Semi-Auto",5820,"Diesel",145,36.7,3,"Mercedes"
"2806"," C Class",2019,31980,"Automatic",1873,"Diesel",145,54.3,2,"Mercedes"
"2807"," C Class",2019,32499,"Automatic",1950,"Petrol",145,44.1,2,"Mercedes"
"2808"," A Class",2019,22795,"Automatic",1499,"Diesel",145,62.8,1.5,"Mercedes"
"2809"," S Class",2017,49890,"Automatic",8090,"Petrol",145,32.1,4.7,"Mercedes"
"2810"," E Class",2018,29750,"Automatic",11309,"Diesel",145,57.7,2,"Mercedes"
"2811"," E Class",2018,39495,"Semi-Auto",11999,"Petrol",145,32.8,3,"Mercedes"
"2812"," SL CLASS",2017,33995,"Automatic",49439,"Petrol",145,36.7,3,"Mercedes"
"2813"," C Class",2019,42995,"Semi-Auto",101,"Petrol",145,29.7,3,"Mercedes"
"2814"," C Class",2019,30890,"Automatic",5250,"Diesel",145,61.4,2,"Mercedes"
"2815"," C Class",2019,35000,"Automatic",1250,"Petrol",145,42.2,2,"Mercedes"
"2816"," C Class",2019,26499,"Manual",890,"Diesel",145,64.2,1.6,"Mercedes"
"2817"," GLA Class",2018,20995,"Semi-Auto",13133,"Diesel",145,56.5,2.1,"Mercedes"
"2818"," E Class",2019,47995,"Automatic",1001,"Petrol",145,31.7,3,"Mercedes"
"2819"," SL CLASS",2019,49995,"Automatic",8996,"Petrol",145,31.4,4.7,"Mercedes"
"2820"," SLK",2014,14890,"Semi-Auto",35000,"Diesel",150,56.5,2,"Mercedes"
"2821"," A Class",2019,18690,"Semi-Auto",14055,"Diesel",145,65.7,1.5,"Mercedes"
"2822"," A Class",2016,69995,"Semi-Auto",10104,"Petrol",325,30.1,4,"Mercedes"
"2823"," E Class",2016,19250,"Automatic",27083,"Diesel",30,65.7,2,"Mercedes"
"2824"," E Class",2018,26250,"Automatic",15228,"Diesel",145,70.6,2,"Mercedes"
"2825"," E Class",2016,17990,"Semi-Auto",28123,"Diesel",30,65.7,2,"Mercedes"
"2826"," C Class",2019,41750,"Semi-Auto",10004,"Petrol",145,34.5,4,"Mercedes"
"2827"," E Class",2019,27750,"Automatic",15262,"Diesel",145,58.9,2,"Mercedes"
"2828"," C Class",2016,18950,"Automatic",32720,"Diesel",30,64.2,2.1,"Mercedes"
"2829"," GLC Class",2017,27450,"Semi-Auto",19299,"Diesel",145,56.5,2.1,"Mercedes"
"2830"," CL Class",2017,19950,"Manual",16912,"Diesel",145,67.3,2.1,"Mercedes"
"2831"," C Class",2019,23949,"Automatic",12076,"Petrol",145,45.6,1.5,"Mercedes"
"2832"," C Class",2019,29949,"Automatic",2323,"Petrol",145,44.1,2,"Mercedes"
"2833"," C Class",2019,39950,"Semi-Auto",6641,"Petrol",145,29.7,3,"Mercedes"
"2834"," B Class",2019,21890,"Semi-Auto",13519,"Petrol",145,45.6,1.3,"Mercedes"
"2835"," GLA Class",2017,17889,"Semi-Auto",42941,"Diesel",125,56.6,2.1,"Mercedes"
"2836"," B Class",2018,17499,"Semi-Auto",14890,"Diesel",145,68.9,2.1,"Mercedes"
"2837"," C Class",2018,45895,"Semi-Auto",41083,"Petrol",145,32.8,4,"Mercedes"
"2838"," A Class",2019,22699,"Semi-Auto",3561,"Diesel",145,65.7,1.5,"Mercedes"
"2839"," C Class",2019,23489,"Semi-Auto",14100,"Diesel",145,61.4,2,"Mercedes"
"2840"," E Class",2017,20599,"Semi-Auto",21494,"Diesel",145,72.4,2,"Mercedes"
"2841"," A Class",2019,21795,"Semi-Auto",11758,"Petrol",145,47.9,1.3,"Mercedes"
"2842"," B Class",2019,20995,"Manual",584,"Petrol",145,44.8,1.3,"Mercedes"
"2843"," C Class",2019,41949,"Semi-Auto",8315,"Petrol",145,29.7,3,"Mercedes"
"2844"," GLC Class",2018,30499,"Semi-Auto",8995,"Diesel",145,56.5,2.1,"Mercedes"
"2845"," C Class",2017,17599,"Semi-Auto",21516,"Diesel",20,64.2,2.1,"Mercedes"
"2846"," C Class",2019,19849,"Semi-Auto",14085,"Petrol",145,46.3,1.5,"Mercedes"
"2847"," X-CLASS",2019,28945,"Automatic",500,"Diesel",260,35.8,2.3,"Mercedes"
"2848"," A Class",2019,23299,"Manual",2078,"Petrol",145,47.1,1.3,"Mercedes"
"2849"," C Class",2015,16699,"Semi-Auto",48000,"Diesel",30,64.2,2.1,"Mercedes"
"2850"," B Class",2019,22399,"Semi-Auto",13969,"Petrol",145,45.6,1.3,"Mercedes"
"2851"," A Class",2020,24889,"Semi-Auto",1000,"Diesel",145,62.8,1.5,"Mercedes"
"2852"," A Class",2020,24889,"Semi-Auto",1000,"Diesel",145,62.8,1.5,"Mercedes"
"2853"," E Class",2018,33688,"Semi-Auto",1500,"Diesel",145,42.8,3,"Mercedes"
"2854"," GLC Class",2019,32500,"Semi-Auto",3500,"Diesel",150,44.8,2,"Mercedes"
"2855"," C Class",2016,17799,"Semi-Auto",47309,"Diesel",30,64.2,2.1,"Mercedes"
"2856"," C Class",2016,15199,"Semi-Auto",39721,"Diesel",20,64.2,2.1,"Mercedes"
"2857"," GLC Class",2019,37189,"Semi-Auto",1000,"Diesel",145,40.9,2,"Mercedes"
"2858"," GLC Class",2020,39579,"Semi-Auto",1000,"Petrol",145,31.7,2,"Mercedes"
"2859"," A Class",2020,25729,"Semi-Auto",1000,"Petrol",145,53.3,1.3,"Mercedes"
"2860"," A Class",2019,24199,"Semi-Auto",2885,"Diesel",145,67.3,1.5,"Mercedes"
"2861"," B Class",2019,24999,"Semi-Auto",2900,"Diesel",145,55.4,2,"Mercedes"
"2862"," A Class",2016,16549,"Semi-Auto",31035,"Petrol",125,52.3,1.6,"Mercedes"
"2863"," C Class",2017,21449,"Semi-Auto",35782,"Diesel",125,60.1,2.1,"Mercedes"
"2864"," GLC Class",2019,62499,"Semi-Auto",7689,"Petrol",145,26.4,4,"Mercedes"
"2865"," E Class",2019,28449,"Semi-Auto",12778,"Diesel",145,58.9,2,"Mercedes"
"2866"," CL Class",2019,26049,"Semi-Auto",14067,"Diesel",145,51.4,2.2,"Mercedes"
"2867"," S Class",2019,47749,"Semi-Auto",11168,"Diesel",145,52.3,3,"Mercedes"
"2868"," GLC Class",2018,26399,"Semi-Auto",13900,"Petrol",145,37.2,2,"Mercedes"
"2869"," GLC Class",2019,32199,"Semi-Auto",9418,"Diesel",145,41.5,2.1,"Mercedes"
"2870"," C Class",2019,25749,"Semi-Auto",13894,"Diesel",145,61.4,2,"Mercedes"
"2871"," E Class",2019,24349,"Semi-Auto",14522,"Diesel",145,72.4,2,"Mercedes"
"2872"," GLA Class",2020,27300,"Semi-Auto",100,"Petrol",145,35.8,1.6,"Mercedes"
"2873"," S Class",2019,46250,"Semi-Auto",9252,"Diesel",145,52.3,3,"Mercedes"
"2874"," GLE Class",2017,30199,"Semi-Auto",23632,"Diesel",145,47.9,2.1,"Mercedes"
"2875"," E Class",2017,22299,"Semi-Auto",21702,"Diesel",145,65.7,2,"Mercedes"
"2876"," A Class",2020,26500,"Semi-Auto",3500,"Diesel",150,56.5,2,"Mercedes"
"2877"," GLC Class",2016,27000,"Semi-Auto",8153,"Diesel",125,56.5,2.1,"Mercedes"
"2878"," C Class",2017,20600,"Semi-Auto",29543,"Diesel",145,60.1,2.1,"Mercedes"
"2879"," B Class",2013,9500,"Semi-Auto",40340,"Petrol",150,47.9,1.6,"Mercedes"
"2880"," E Class",2019,30879,"Semi-Auto",7686,"Diesel",145,65.7,2,"Mercedes"
"2881"," C Class",2017,20500,"Semi-Auto",40782,"Diesel",145,58.9,2.1,"Mercedes"
"2882"," CL Class",2019,25199,"Semi-Auto",6354,"Petrol",145,44.1,1.6,"Mercedes"
"2883"," GLA Class",2019,22400,"Semi-Auto",13302,"Diesel",145,67.3,2.1,"Mercedes"
"2884"," E Class",2019,28200,"Semi-Auto",13615,"Diesel",145,58.9,2,"Mercedes"
"2885"," C Class",2019,24648,"Semi-Auto",10651,"Diesel",145,60.1,2.1,"Mercedes"
"2886"," GLC Class",2019,36349,"Semi-Auto",2095,"Diesel",145,44.8,2,"Mercedes"
"2887"," E Class",2019,24799,"Semi-Auto",13901,"Diesel",145,72.4,2,"Mercedes"
"2888"," B Class",2019,22999,"Semi-Auto",4355,"Diesel",145,55.4,2,"Mercedes"
"2889"," S Class",2015,32249,"Automatic",8052,"Petrol",325,31.7,4.7,"Mercedes"
"2890"," GLC Class",2019,31399,"Semi-Auto",10254,"Diesel",145,41.5,2.1,"Mercedes"
"2891"," GLC Class",2019,35000,"Semi-Auto",3806,"Diesel",145,56.5,2.1,"Mercedes"
"2892"," C Class",2019,25399,"Semi-Auto",13654,"Petrol",145,47.1,1.5,"Mercedes"
"2893"," C Class",2019,20849,"Semi-Auto",10925,"Diesel",145,61.4,2,"Mercedes"
"2894"," C Class",2019,28499,"Semi-Auto",1867,"Petrol",145,41.5,2,"Mercedes"
"2895"," E Class",2019,32499,"Automatic",5683,"Diesel",145,70.6,2,"Mercedes"
"2896"," GLE Class",2019,49399,"Automatic",5432,"Diesel",145,36.7,3,"Mercedes"
"2897"," A Class",2019,24000,"Semi-Auto",3000,"Petrol",145,53.3,1.3,"Mercedes"
"2898"," B Class",2019,25500,"Semi-Auto",1000,"Diesel",145,55.4,2,"Mercedes"
"2899"," C Class",2019,20449,"Semi-Auto",13810,"Diesel",145,61.4,2,"Mercedes"
"2900"," CLS Class",2017,19799,"Semi-Auto",46943,"Diesel",145,57.7,2.1,"Mercedes"
"2901"," A Class",2019,24669,"Semi-Auto",1000,"Petrol",145,28.5,2,"Mercedes"
"2902"," A Class",2019,25399,"Automatic",5976,"Diesel",145,56.5,2,"Mercedes"
"2903"," A Class",2019,22799,"Semi-Auto",2015,"Petrol",145,53.3,1.3,"Mercedes"
"2904"," C Class",2019,20149,"Semi-Auto",11761,"Petrol",145,46.3,1.5,"Mercedes"
"2905"," CL Class",2019,26199,"Semi-Auto",12285,"Diesel",145,51.4,2.2,"Mercedes"
"2906"," C Class",2018,22549,"Semi-Auto",5437,"Petrol",145,46.3,1.5,"Mercedes"
"2907"," C Class",2019,29249,"Semi-Auto",12972,"Diesel",145,57.7,2,"Mercedes"
"2908"," E Class",2016,19349,"Semi-Auto",13177,"Diesel",20,72.4,2,"Mercedes"
"2909"," C Class",2019,26299,"Semi-Auto",9163,"Petrol",145,46.3,1.5,"Mercedes"
"2910"," C Class",2019,29399,"Semi-Auto",4208,"Diesel",145,57.7,2,"Mercedes"
"2911"," A Class",2019,25299,"Manual",1010,"Petrol",145,47.1,1.3,"Mercedes"
"2912"," C Class",2019,49499,"Semi-Auto",358,"Petrol",145,29.1,3,"Mercedes"
"2913"," A Class",2020,25879,"Semi-Auto",1000,"Petrol",145,53.3,1.3,"Mercedes"
"2914"," B Class",2019,24699,"Semi-Auto",1583,"Petrol",145,44.8,1.3,"Mercedes"
"2915"," E Class",2018,59899,"Semi-Auto",89,"Petrol",145,30.1,4,"Mercedes"
"2916"," E Class",2017,20749,"Semi-Auto",30123,"Diesel",145,61.4,2,"Mercedes"
"2917"," E Class",2017,19199,"Semi-Auto",49364,"Diesel",145,72.4,2,"Mercedes"
"2918"," A Class",2019,24399,"Semi-Auto",5310,"Petrol",145,53.3,1.3,"Mercedes"
"2919"," C Class",2019,32069,"Automatic",1000,"Diesel",145,64.2,2,"Mercedes"
"2920"," A Class",2018,20899,"Semi-Auto",3200,"Petrol",145,53.3,1.3,"Mercedes"
"2921"," B Class",2019,26199,"Semi-Auto",5690,"Diesel",145,55.4,2,"Mercedes"
"2922"," C Class",2019,24699,"Semi-Auto",6783,"Petrol",145,44.1,1.5,"Mercedes"
"2923"," GLA Class",2019,23299,"Semi-Auto",15375,"Diesel",145,67.3,2.1,"Mercedes"
"2924"," A Class",2019,25185,"Semi-Auto",8294,"Petrol",145,53.3,1.3,"Mercedes"
"2925"," A Class",2017,14990,"Manual",12500,"Petrol",150,51.4,1.6,"Mercedes"
"2926"," E Class",2019,28470,"Semi-Auto",2000,"Diesel",145,65.7,2,"Mercedes"
"2927"," SL CLASS",2019,48745,"Semi-Auto",9742,"Petrol",145,31.4,4.7,"Mercedes"
"2928"," A Class",2019,21290,"Semi-Auto",8783,"Petrol",150,53.3,1.3,"Mercedes"
"2929"," GLC Class",2018,31199,"Semi-Auto",11673,"Diesel",145,56.5,2.1,"Mercedes"
"2930"," SL CLASS",2019,30599,"Semi-Auto",1905,"Petrol",145,47.9,2,"Mercedes"
"2931"," CL Class",2014,16349,"Semi-Auto",27266,"Petrol",125,51.4,1.6,"Mercedes"
"2932"," E Class",2019,37199,"Semi-Auto",5359,"Diesel",145,48.7,3,"Mercedes"
"2933"," S Class",2017,67699,"Semi-Auto",15400,"Petrol",145,28,5.5,"Mercedes"
"2934"," GLE Class",2019,49699,"Semi-Auto",3151,"Diesel",145,36.7,3,"Mercedes"
"2935"," E Class",2019,34999,"Semi-Auto",3174,"Diesel",145,45.6,2,"Mercedes"
"2936"," GLA Class",2019,22899,"Semi-Auto",15618,"Diesel",145,67.3,2.1,"Mercedes"
"2937"," E Class",2019,24899,"Semi-Auto",13474,"Diesel",145,72.4,2,"Mercedes"
"2938"," C Class",2019,25389,"Semi-Auto",2000,"Petrol",145,45.6,1.5,"Mercedes"
"2939"," A Class",2019,21299,"Semi-Auto",6604,"Petrol",145,53.3,1.3,"Mercedes"
"2940"," C Class",2019,28999,"Semi-Auto",4938,"Diesel",145,61.4,2,"Mercedes"
"2941"," C Class",2019,30749,"Semi-Auto",2000,"Petrol",145,44.1,2,"Mercedes"
"2942"," A Class",2019,22969,"Semi-Auto",3486,"Diesel",145,56.5,2,"Mercedes"
"2943"," C Class",2019,26099,"Semi-Auto",5433,"Petrol",145,45.6,1.5,"Mercedes"
"2944"," C Class",2019,29949,"Semi-Auto",8208,"Diesel",145,57.7,2,"Mercedes"
"2945"," C Class",2017,24000,"Automatic",17030,"Diesel",125,58.9,2.1,"Mercedes"
"2946"," C Class",2014,16450,"Semi-Auto",27032,"Diesel",30,64.2,2.1,"Mercedes"
"2947"," CL Class",2019,25500,"Semi-Auto",13663,"Diesel",145,51.4,2.2,"Mercedes"
"2948"," C Class",2019,28000,"Semi-Auto",11549,"Petrol",145,44.1,2,"Mercedes"
"2949"," B Class",2020,26000,"Semi-Auto",4000,"Diesel",145,55.4,2,"Mercedes"
"2950"," C Class",2019,23879,"Manual",1000,"Petrol",145,47.1,1.6,"Mercedes"
"2951"," C Class",2019,23879,"Manual",1000,"Petrol",145,47.1,1.6,"Mercedes"
"2952"," A Class",2016,15899,"Semi-Auto",34995,"Diesel",20,68.9,2.1,"Mercedes"
"2953"," A Class",2019,31399,"Semi-Auto",2351,"Petrol",145,35.3,2,"Mercedes"
"2954"," A Class",2019,25469,"Semi-Auto",1000,"Petrol",145,28.5,2,"Mercedes"
"2955"," GLC Class",2019,33499,"Semi-Auto",6165,"Diesel",145,44.8,2,"Mercedes"
"2956"," E Class",2017,19699,"Semi-Auto",31817,"Diesel",30,65.7,2,"Mercedes"
"2957"," E Class",2019,27949,"Semi-Auto",6149,"Diesel",145,67.3,2,"Mercedes"
"2958"," E Class",2019,37699,"Semi-Auto",7779,"Diesel",145,48.7,3,"Mercedes"
"2959"," B Class",2017,16924,"Semi-Auto",10133,"Diesel",150,68.9,1.5,"Mercedes"
"2960"," A Class",2016,13799,"Manual",25776,"Diesel",20,72.4,1.5,"Mercedes"
"2961"," C Class",2019,34449,"Semi-Auto",4070,"Diesel",145,54.3,2,"Mercedes"
"2962"," GLE Class",2019,46995,"Automatic",4302,"Diesel",145,36.7,2,"Mercedes"
"2963"," V Class",2019,49995,"Automatic",8251,"Diesel",145,36.2,2,"Mercedes"
"2964"," GLC Class",2018,59124,"Semi-Auto",6982,"Petrol",145,26.4,4,"Mercedes"
"2965"," C Class",2019,30995,"Semi-Auto",14,"Petrol",145,42.8,2,"Mercedes"
"2966"," C Class",2016,16695,"Semi-Auto",41000,"Diesel",30,64.2,2.1,"Mercedes"
"2967"," GLC Class",2020,37995,"Semi-Auto",2034,"Petrol",145,33.2,2,"Mercedes"
"2968"," C Class",2020,39995,"Semi-Auto",328,"Petrol",145,44.1,1.5,"Mercedes"
"2969"," E Class",2020,44995,"Semi-Auto",794,"Diesel",145,57.7,2,"Mercedes"
"2970"," A Class",2019,24799,"Manual",5292,"Petrol",145,47.1,1.3,"Mercedes"
"2971"," CL Class",2018,24991,"Automatic",7500,"Petrol",145,44.1,1.6,"Mercedes"
"2972"," C Class",2015,18000,"Semi-Auto",28807,"Diesel",125,60.1,2.1,"Mercedes"
"2973"," X-CLASS",2019,32500,"Automatic",40,"Diesel",260,31.4,3,"Mercedes"
"2974"," E Class",2015,17495,"Automatic",29500,"Diesel",145,54.3,3,"Mercedes"
"2975"," GLC Class",2019,35000,"Semi-Auto",10810,"Diesel",145,40.9,2,"Mercedes"
"2976"," C Class",2019,28000,"Semi-Auto",15026,"Diesel",150,64.2,2,"Mercedes"
"2977"," A Class",2017,16000,"Semi-Auto",32000,"Diesel",20,74.3,1.5,"Mercedes"
