"","model","year","price","transmission","mileage","fuelType","tax","mpg","engineSize","manufacturer"
"24198"," GLA Class",2016,19490,"Semi-Auto",29766,"Diesel",125,56.5,2.1,"Mercedes"
"24199"," E Class",2017,20000,"Semi-Auto",34495,"Diesel",145,72.4,2,"Mercedes"
"24200"," GLA Class",2016,17480,"Semi-Auto",49062,"Diesel",125,56.5,2.1,"Mercedes"
"24201"," A Class",2016,14500,"Manual",20960,"Diesel",20,72.4,1.5,"Mercedes"
"24202"," GLA Class",2017,17490,"Semi-Auto",20530,"Diesel",145,56.6,2.1,"Mercedes"
"24203"," GLA Class",2018,31490,"Semi-Auto",20320,"Petrol",145,38.2,2,"Mercedes"
"24204"," E Class",2014,13967,"Automatic",30200,"Diesel",125,57.7,2.1,"Mercedes"
"24205"," E Class",2016,18998,"Semi-Auto",29466,"Diesel",145,54.3,3,"Mercedes"
"24206"," B Class",2019,22998,"Semi-Auto",2745,"Petrol",145,44.8,1.3,"Mercedes"
"24207"," V Class",2018,19998,"Manual",17876,"Diesel",145,46.3,2.1,"Mercedes"
"24208"," V Class",2018,19998,"Manual",16146,"Diesel",145,46.3,2.1,"Mercedes"
"24209"," A Class",2020,21480,"Manual",1385,"Petrol",145,47.1,1.3,"Mercedes"
"24210"," CL Class",2017,16850,"Semi-Auto",51150,"Diesel",145,67.3,2.1,"Mercedes"
"24211"," E Class",2019,33900,"Automatic",3501,"Diesel",145,57.7,2,"Mercedes"
"24212"," A Class",2019,20398,"Automatic",8901,"Diesel",145,56.5,2,"Mercedes"
"24213"," C Class",2019,28480,"Automatic",8900,"Diesel",145,57.7,2,"Mercedes"
"24214"," E Class",2015,14611,"Semi-Auto",56474,"Diesel",125,60.1,2.1,"Mercedes"
"24215"," C Class",2019,28990,"Automatic",5904,"Diesel",145,55.4,2,"Mercedes"
"24216"," C Class",2019,35740,"Semi-Auto",20016,"Petrol",145,29.7,3,"Mercedes"
"24217"," C Class",2019,24980,"Semi-Auto",4238,"Petrol",145,45.6,1.5,"Mercedes"
"24218"," C Class",2019,29980,"Semi-Auto",8709,"Diesel",145,57.7,2,"Mercedes"
"24219"," E Class",2016,22480,"Semi-Auto",33662,"Diesel",30,65.7,2,"Mercedes"
"24220"," C Class",2017,21000,"Semi-Auto",19566,"Diesel",145,61.4,2.1,"Mercedes"
"24221"," E Class",2017,22000,"Semi-Auto",24749,"Diesel",145,61.4,2,"Mercedes"
"24222"," A Class",2015,15980,"Semi-Auto",3587,"Diesel",20,74.3,1.5,"Mercedes"
"24223"," C Class",2019,31980,"Semi-Auto",3986,"Diesel",145,61.4,2,"Mercedes"
"24224"," GLE Class",2019,47480,"Semi-Auto",5034,"Diesel",145,36.7,2,"Mercedes"
"24225"," C Class",2019,31000,"Semi-Auto",3144,"Diesel",145,55.4,2,"Mercedes"
"24226"," GLC Class",2017,25980,"Semi-Auto",25871,"Diesel",125,56.5,2.1,"Mercedes"
"24227"," E Class",2017,22480,"Semi-Auto",19092,"Diesel",145,65.7,2,"Mercedes"
"24228"," A Class",2018,18750,"Semi-Auto",21715,"Diesel",145,65.7,1.5,"Mercedes"
"24229"," CL Class",2019,26980,"Semi-Auto",13962,"Diesel",145,51.4,2.2,"Mercedes"
"24230"," A Class",2019,22980,"Semi-Auto",8899,"Diesel",145,67.3,1.5,"Mercedes"
"24231"," A Class",2019,22980,"Semi-Auto",7148,"Diesel",145,67.3,1.5,"Mercedes"
"24232"," C Class",2019,25980,"Semi-Auto",14284,"Diesel",145,61.4,2,"Mercedes"
"24233"," C Class",2019,25980,"Semi-Auto",15070,"Diesel",145,61.4,2,"Mercedes"
"24234"," A Class",2019,19250,"Semi-Auto",15016,"Diesel",145,68.9,1.5,"Mercedes"
"24235"," A Class",2016,18290,"Semi-Auto",30998,"Petrol",160,45.6,2,"Mercedes"
"24236"," A Class",2018,20260,"Automatic",6401,"Petrol",145,53.3,1.3,"Mercedes"
"24237"," C Class",2020,28590,"Semi-Auto",1501,"Diesel",145,54.3,1.6,"Mercedes"
"24238"," A Class",2019,20890,"Semi-Auto",6588,"Diesel",145,65.7,1.5,"Mercedes"
"24239"," GLA Class",2020,21991,"Semi-Auto",1695,"Petrol",145,44.8,1.6,"Mercedes"
"24240"," C Class",2019,23991,"Semi-Auto",9179,"Diesel",145,64.2,2,"Mercedes"
"24241"," A Class",2019,18138,"Automatic",15356,"Diesel",145,65.7,1.5,"Mercedes"
"24242"," C Class",2017,17127,"Semi-Auto",45624,"Diesel",145,61.4,2.1,"Mercedes"
"24243"," C Class",2016,17491,"Automatic",34794,"Diesel",30,64.2,2.1,"Mercedes"
"24244"," C Class",2019,28351,"Automatic",555,"Diesel",145,55.4,2,"Mercedes"
"24245"," C Class",2019,29000,"Semi-Auto",6349,"Petrol",145,44.1,1.5,"Mercedes"
"24246"," C Class",2019,23980,"Semi-Auto",5164,"Petrol",145,45.6,1.5,"Mercedes"
"24247"," S Class",2018,38980,"Automatic",11917,"Diesel",145,52.3,3,"Mercedes"
"24248"," E Class",2019,39980,"Semi-Auto",8853,"Diesel",145,45.6,3,"Mercedes"
"24249"," GLC Class",2019,31480,"Semi-Auto",13445,"Diesel",145,41.5,2.1,"Mercedes"
"24250"," GLS Class",2019,47980,"Semi-Auto",13110,"Diesel",145,37.2,3,"Mercedes"
"24251"," S Class",2019,44980,"Automatic",12007,"Diesel",145,52.3,3,"Mercedes"
"24252"," E Class",2018,29500,"Semi-Auto",10250,"Diesel",145,57.7,2,"Mercedes"
"24253"," GLC Class",2016,23980,"Semi-Auto",14643,"Diesel",125,56.5,2.1,"Mercedes"
"24254"," E Class",2017,22000,"Semi-Auto",22990,"Diesel",145,65.7,2,"Mercedes"
"24255"," C Class",2019,29500,"Semi-Auto",6936,"Petrol",145,44.1,2,"Mercedes"
"24256"," E Class",2019,37000,"Semi-Auto",6940,"Diesel",145,48.7,3,"Mercedes"
"24257"," E Class",2019,25780,"Semi-Auto",15009,"Diesel",145,72.4,2,"Mercedes"
"24258"," C Class",2017,18480,"Semi-Auto",33105,"Diesel",145,64.2,2.1,"Mercedes"
"24259"," A Class",2018,19480,"Semi-Auto",16548,"Diesel",145,65.7,1.5,"Mercedes"
"24260"," S Class",2019,46980,"Semi-Auto",7659,"Diesel",145,52.3,3,"Mercedes"
"24261"," CLS Class",2019,34980,"Semi-Auto",5919,"Diesel",145,48.7,2.9,"Mercedes"
"24262"," C Class",2018,27980,"Semi-Auto",12173,"Diesel",145,57.7,2,"Mercedes"
"24263"," GLA Class",2018,25500,"Semi-Auto",11638,"Diesel",145,56.5,2.1,"Mercedes"
"24264"," E Class",2017,22500,"Semi-Auto",18634,"Diesel",145,65.7,2,"Mercedes"
"24265"," GLC Class",2017,28980,"Semi-Auto",21112,"Diesel",145,56.5,2.1,"Mercedes"
"24266"," A Class",2019,23480,"Semi-Auto",13322,"Diesel",145,67.3,1.5,"Mercedes"
"24267"," C Class",2016,14981,"Semi-Auto",35000,"Diesel",30,65.7,1.6,"Mercedes"
"24268"," C Class",2014,15981,"Semi-Auto",49552,"Diesel",30,64.2,2.1,"Mercedes"
"24269"," A Class",2017,17981,"Semi-Auto",24315,"Petrol",150,52.3,1.6,"Mercedes"
"24270"," C Class",2018,25302,"Semi-Auto",17933,"Diesel",150,61.4,2.1,"Mercedes"
"24271"," CL Class",2019,29532,"Semi-Auto",1556,"Petrol",150,40.9,2,"Mercedes"
"24272"," A Class",2016,14312,"Manual",27925,"Petrol",150,50.4,1.6,"Mercedes"
"24273"," CL Class",2016,29852,"Semi-Auto",23692,"Petrol",205,40.9,2,"Mercedes"
"24274"," A Class",2018,16552,"Semi-Auto",14230,"Diesel",150,74.3,1.5,"Mercedes"
"24275"," GLE Class",2019,46481,"Semi-Auto",7796,"Diesel",150,36.7,3,"Mercedes"
"24276"," CL Class",2015,23981,"Semi-Auto",40602,"Petrol",205,39.8,2,"Mercedes"
"24277"," C Class",2016,17841,"Semi-Auto",33532,"Diesel",30,64.2,2.1,"Mercedes"
"24278"," A Class",2019,18480,"Semi-Auto",17945,"Diesel",145,65.7,1.5,"Mercedes"
"24279"," CLS Class",2019,36000,"Semi-Auto",8264,"Diesel",145,48.7,2.9,"Mercedes"
"24280"," A Class",2019,17980,"Semi-Auto",17842,"Diesel",145,65.7,1.5,"Mercedes"
"24281"," A Class",2019,18480,"Semi-Auto",18447,"Diesel",145,65.7,1.5,"Mercedes"
"24282"," A Class",2019,22480,"Semi-Auto",14469,"Diesel",145,67.3,1.5,"Mercedes"
"24283"," C Class",2019,25980,"Semi-Auto",12285,"Petrol",145,45.6,1.5,"Mercedes"
"24284"," GLC Class",2019,30980,"Semi-Auto",13650,"Diesel",145,41.5,2.1,"Mercedes"
"24285"," E Class",2019,24480,"Semi-Auto",12065,"Diesel",145,72.4,2,"Mercedes"
"24286"," C Class",2019,24980,"Semi-Auto",11589,"Petrol",145,45.6,1.5,"Mercedes"
"24287"," A Class",2019,18480,"Semi-Auto",20973,"Diesel",145,65.7,1.5,"Mercedes"
"24288"," A Class",2015,15481,"Semi-Auto",33000,"Diesel",20,64.2,2.1,"Mercedes"
"24289"," GLC Class",2016,27981,"Semi-Auto",7917,"Diesel",125,56.5,2.1,"Mercedes"
"24290"," GLA Class",2016,16591,"Semi-Auto",48808,"Diesel",125,56.5,2.1,"Mercedes"
"24291"," E Class",2016,18481,"Semi-Auto",42752,"Diesel",20,72.4,2,"Mercedes"
"24292"," A Class",2018,21526,"Semi-Auto",11716,"Petrol",150,53.3,1.3,"Mercedes"
"24293"," A Class",2017,17192,"Semi-Auto",31611,"Diesel",20,74.3,1.5,"Mercedes"
"24294"," GLA Class",2017,23981,"Semi-Auto",7395,"Diesel",150,56.5,2.1,"Mercedes"
"24295"," GLE Class",2018,34981,"Semi-Auto",16890,"Diesel",150,37.7,3,"Mercedes"
"24296"," C Class",2017,34981,"Semi-Auto",22056,"Petrol",150,35.3,3,"Mercedes"
"24297"," GLC Class",2017,24481,"Semi-Auto",40058,"Diesel",125,56.5,2.1,"Mercedes"
"24298"," A Class",2017,18480,"Manual",15071,"Diesel",145,80.7,1.5,"Mercedes"
"24299"," SLK",2016,16980,"Semi-Auto",28852,"Diesel",30,70.6,2,"Mercedes"
"24300"," A Class",2017,15280,"Manual",24767,"Diesel",145,65.7,2.1,"Mercedes"
"24301"," E Class",2016,17480,"Semi-Auto",42112,"Diesel",125,58.9,2.1,"Mercedes"
"24302"," GLE Class",2016,29000,"Semi-Auto",47956,"Diesel",260,42.8,3,"Mercedes"
"24303"," CLS Class",2018,33980,"Semi-Auto",5203,"Diesel",145,48.7,2.9,"Mercedes"
"24304"," GLA Class",2016,19000,"Semi-Auto",31348,"Diesel",125,56.5,2.1,"Mercedes"
"24305"," C Class",2015,14000,"Manual",43927,"Diesel",20,68.9,2.1,"Mercedes"
"24306"," GLC Class",2017,26000,"Semi-Auto",28773,"Diesel",145,56.5,2.1,"Mercedes"
"24307"," B Class",2018,15980,"Manual",679,"Diesel",145,68.9,1.5,"Mercedes"
"24308"," M Class",2014,17500,"Semi-Auto",60500,"Diesel",200,46.3,2.1,"Mercedes"
"24309"," A Class",2016,13995,"Semi-Auto",66000,"Diesel",20,68.9,2.1,"Mercedes"
"24310"," A Class",2016,17250,"Semi-Auto",14000,"Petrol",125,52.3,1.6,"Mercedes"
"24311"," A Class",2014,11250,"Semi-Auto",58500,"Diesel",30,65.7,1.5,"Mercedes"
"24312"," CL Class",2016,16120,"Manual",41115,"Diesel",20,67.3,2.1,"Mercedes"
"24313"," A Class",2016,15096,"Manual",40576,"Diesel",30,62.8,2.1,"Mercedes"
"24314"," CL Class",2015,19891,"Semi-Auto",15061,"Petrol",205,42.2,2,"Mercedes"
"24315"," C Class",2017,13610,"Manual",32783,"Petrol",125,53.3,2,"Mercedes"
"24316"," B Class",2017,12699,"Semi-Auto",31633,"Diesel",150,70.6,1.5,"Mercedes"
"24317"," E Class",2018,19800,"Automatic",33080,"Diesel",145,72.4,2,"Mercedes"
"24318"," V Class",2019,20691,"Automatic",18398,"Diesel",150,48.7,2.1,"Mercedes"
"24319"," V Class",2018,19346,"Manual",32095,"Diesel",150,46.3,2.1,"Mercedes"
"24320"," V Class",2019,20391,"Automatic",18552,"Diesel",150,48.7,2.1,"Mercedes"
"24321"," X-CLASS",2019,22995,"Automatic",8974,"Diesel",265,35.8,2.3,"Mercedes"
"24322"," C Class",2017,18995,"Semi-Auto",40400,"Hybrid",0,134.5,2,"Mercedes"
"24323"," C Class",2017,16995,"Semi-Auto",24844,"Diesel",30,65.7,1.6,"Mercedes"
"24324"," E Class",2013,9550,"Semi-Auto",69124,"Diesel",125,58.9,2.1,"Mercedes"
"24325"," GLC Class",2017,23242,"Semi-Auto",52214,"Diesel",125,56.5,2.1,"Mercedes"
"24326"," GLC Class",2017,23242,"Semi-Auto",52214,"Diesel",125,56.5,2.1,"Mercedes"
"24327"," SL CLASS",2017,21500,"Semi-Auto",16000,"Petrol",145,47.1,2,"Mercedes"
"24328"," GLC Class",2019,35980,"Semi-Auto",16,"Diesel",145,44.8,2,"Mercedes"
"24329"," A Class",2020,23980,"Semi-Auto",16,"Diesel",145,56.5,2,"Mercedes"
"24330"," A Class",2020,24980,"Manual",16,"Petrol",145,45.6,1.3,"Mercedes"
"24331"," C Class",2020,33980,"Semi-Auto",16,"Diesel",145,51.4,2,"Mercedes"
"24332"," A Class",2019,23980,"Semi-Auto",9,"Diesel",145,65.7,1.5,"Mercedes"
"24333"," A Class",2019,24480,"Semi-Auto",9,"Diesel",145,67.3,1.5,"Mercedes"
"24334"," A Class",2019,23980,"Semi-Auto",9,"Petrol",145,28.5,1.3,"Mercedes"
"24335"," GLE Class",2018,46980,"Semi-Auto",6948,"Diesel",145,36.7,3,"Mercedes"
"24336"," A Class",2017,31980,"Semi-Auto",28210,"Petrol",145,40.9,2,"Mercedes"
"24337"," GLC Class",2017,30980,"Semi-Auto",23999,"Diesel",145,56.5,2.1,"Mercedes"
"24338"," C Class",2020,29980,"Semi-Auto",9,"Petrol",150,46.3,1.5,"Mercedes"
"24339"," CL Class",2019,54980,"Semi-Auto",9,"Petrol",150,33.2,2,"Mercedes"
"24340"," A Class",2019,31980,"Semi-Auto",4309,"Petrol",145,35.8,2,"Mercedes"
"24341"," A Class",2020,26980,"Semi-Auto",9,"Petrol",145,53.3,1.3,"Mercedes"
"24342"," E Class",2017,24480,"Semi-Auto",22469,"Diesel",145,51.4,3,"Mercedes"
"24343"," C Class",2015,13500,"Semi-Auto",37020,"Diesel",30,65.7,1.6,"Mercedes"
"24344"," B Class",2019,21994,"Semi-Auto",7068,"Diesel",150,60.1,1.5,"Mercedes"
"24345"," B Class",2019,25980,"Semi-Auto",16,"Diesel",145,55.4,2,"Mercedes"
"24346"," C Class",2019,29980,"Semi-Auto",5428,"Diesel",145,56.5,2,"Mercedes"
"24347"," GLA Class",2015,18980,"Semi-Auto",35585,"Diesel",125,55.4,2.1,"Mercedes"
"24348"," C Class",2014,16964,"Automatic",20281,"Diesel",30,64.2,2.1,"Mercedes"
"24349"," A Class",2019,26980,"Semi-Auto",16,"Petrol",145,28.5,2,"Mercedes"
"24350"," A Class",2019,22480,"Semi-Auto",16,"Petrol",145,53.3,1.3,"Mercedes"
"24351"," A Class",2019,22980,"Semi-Auto",16,"Diesel",145,56.5,2,"Mercedes"
"24352"," A Class",2019,23979,"Semi-Auto",16,"Diesel",145,56.5,2,"Mercedes"
"24353"," A Class",2019,24980,"Manual",16,"Petrol",145,47.1,1.3,"Mercedes"
"24354"," GLC Class",2019,30980,"Semi-Auto",3999,"Diesel",145,47.9,2,"Mercedes"
"24355"," E Class",2019,35980,"Semi-Auto",9,"Diesel",145,45.6,2,"Mercedes"
"24356"," C Class",2019,35980,"Semi-Auto",9,"Diesel",145,57.7,2,"Mercedes"
"24357"," E Class",2020,36980,"Semi-Auto",9,"Diesel",145,45.6,2,"Mercedes"
"24358"," C Class",2019,31980,"Semi-Auto",9,"Diesel",145,61.4,2,"Mercedes"
"24359"," GLA Class",2015,15694,"Semi-Auto",28541,"Diesel",145,55.4,2.1,"Mercedes"
"24360"," A Class",2016,17298,"Manual",31879,"Petrol",200,41.5,2,"Mercedes"
"24361"," GLA Class",2015,17298,"Semi-Auto",28543,"Diesel",125,55.4,2.1,"Mercedes"
"24362"," A Class",2019,18991,"Semi-Auto",18576,"Diesel",150,65.7,1.5,"Mercedes"
"24363"," A Class",2014,13490,"Semi-Auto",41136,"Diesel",20,64.2,2.1,"Mercedes"
"24364"," A Class",2017,16249,"Automatic",32396,"Diesel",20,68.9,2.1,"Mercedes"
"24365"," C Class",2018,22680,"Automatic",20039,"Diesel",145,67.3,2.1,"Mercedes"
"24366"," A Class",2014,11995,"Semi-Auto",35214,"Petrol",125,52.3,1.6,"Mercedes"
"24367"," X-CLASS",2019,24895,"Automatic",12402,"Diesel",260,35.8,2.3,"Mercedes"
"24368"," B Class",2018,19980,"Semi-Auto",3945,"Petrol",145,50.4,1.6,"Mercedes"
"24369"," A Class",2019,24980,"Semi-Auto",9,"Petrol",145,53.3,1.3,"Mercedes"
"24370"," A Class",2019,25480,"Semi-Auto",16,"Diesel",145,65.7,1.5,"Mercedes"
"24371"," A Class",2019,25480,"Semi-Auto",16,"Petrol",145,28.5,1.3,"Mercedes"
"24372"," A Class",2020,26980,"Semi-Auto",9,"Diesel",145,56.5,2,"Mercedes"
"24373"," A Class",2020,26980,"Semi-Auto",9,"Diesel",145,56.5,2,"Mercedes"
"24374"," A Class",2018,22980,"Semi-Auto",5999,"Diesel",145,65.7,1.5,"Mercedes"
"24375"," GLC Class",2019,39980,"Semi-Auto",3999,"Diesel",145,40.9,2,"Mercedes"
"24376"," C Class",2019,24780,"Semi-Auto",13539,"Diesel",145,61.4,2,"Mercedes"
"24377"," C Class",2019,26780,"Semi-Auto",10340,"Diesel",145,61.4,2,"Mercedes"
"24378"," C Class",2019,20480,"Semi-Auto",14620,"Petrol",145,46.3,1.5,"Mercedes"
"24379"," E Class",2019,25980,"Semi-Auto",11116,"Diesel",145,72.4,2,"Mercedes"
"24380"," GLA Class",2018,25980,"Semi-Auto",9452,"Diesel",145,56.5,2.1,"Mercedes"
"24381"," E Class",2016,17980,"Semi-Auto",49096,"Diesel",145,54.3,3,"Mercedes"
"24382"," E Class",2019,34980,"Semi-Auto",3917,"Diesel",145,53.3,2,"Mercedes"
"24383"," CL Class",2018,21980,"Semi-Auto",24045,"Diesel",145,67.3,2.1,"Mercedes"
"24384"," C Class",2019,25480,"Semi-Auto",12016,"Petrol",145,46.3,1.5,"Mercedes"
"24385"," A Class",2020,24980,"Manual",16,"Petrol",145,28.5,1.3,"Mercedes"
"24386"," C Class",2019,38500,"Semi-Auto",3999,"Petrol",145,30.4,3,"Mercedes"
"24387"," GLC Class",2017,29480,"Semi-Auto",27552,"Diesel",145,56.5,2.1,"Mercedes"
"24388"," C Class",2019,31480,"Semi-Auto",16,"Diesel",145,51.4,2,"Mercedes"
"24389"," GLE Class",2020,59980,"Semi-Auto",14,"Petrol",145,29.5,3,"Mercedes"
"24390"," C Class",2020,22980,"Manual",16,"Petrol",145,47.1,1.6,"Mercedes"
"24391"," C Class",2020,31980,"Semi-Auto",16,"Diesel",145,64.2,2,"Mercedes"
"24392"," C Class",2020,31980,"Semi-Auto",16,"Diesel",145,64.2,2,"Mercedes"
"24393"," GLA Class",2020,27980,"Semi-Auto",16,"Petrol",145,35.8,1.6,"Mercedes"
"24394"," GLA Class",2020,27980,"Semi-Auto",16,"Petrol",145,35.8,1.6,"Mercedes"
"24395"," GLA Class",2020,27980,"Semi-Auto",16,"Petrol",145,35.8,1.6,"Mercedes"
"24396"," C Class",2019,29980,"Semi-Auto",16,"Diesel",145,60.1,1.6,"Mercedes"
"24397"," C Class",2020,32980,"Semi-Auto",16,"Diesel",145,61.4,2,"Mercedes"
"24398"," GLE Class",2020,62980,"Semi-Auto",49,"Diesel",145,32.5,2.9,"Mercedes"
"24399"," C Class",2020,33980,"Semi-Auto",16,"Diesel",145,61.4,2,"Mercedes"
"24400"," SL CLASS",2020,33980,"Semi-Auto",382,"Petrol",145,36.7,2,"Mercedes"
"24401"," GLB Class",2020,39980,"Semi-Auto",349,"Diesel",145,46.3,2,"Mercedes"
"24402"," GLE Class",2019,49980,"Semi-Auto",2844,"Diesel",145,36.7,2,"Mercedes"
"24403"," C Class",2019,45980,"Semi-Auto",4504,"Petrol",145,29.7,3,"Mercedes"
"24404"," GLC Class",2020,49980,"Semi-Auto",3999,"Petrol",145,26.4,3,"Mercedes"
"24405"," GLC Class",2020,49980,"Semi-Auto",4001,"Petrol",145,26.4,3,"Mercedes"
"24406"," S Class",2020,64980,"Semi-Auto",3999,"Diesel",145,40.4,3,"Mercedes"
"24407"," GLA Class",2016,17480,"Semi-Auto",21011,"Diesel",125,56.6,2.1,"Mercedes"
"24408"," A Class",2019,23980,"Semi-Auto",16,"Diesel",145,65.7,1.5,"Mercedes"
"24409"," C Class",2019,29980,"Semi-Auto",16,"Petrol",145,46.3,1.5,"Mercedes"
"24410"," A Class",2019,26980,"Semi-Auto",16,"Petrol",145,28.5,2,"Mercedes"
"24411"," A Class",2019,25480,"Semi-Auto",16,"Diesel",145,56.5,2,"Mercedes"
"24412"," A Class",2019,26980,"Semi-Auto",16,"Petrol",145,28.5,2,"Mercedes"
"24413"," A Class",2019,26980,"Semi-Auto",16,"Petrol",145,28.5,2,"Mercedes"
"24414"," GLC Class",2020,39980,"Semi-Auto",2599,"Petrol",145,31.7,2,"Mercedes"
"24415"," GLC Class",2020,39980,"Semi-Auto",3999,"Petrol",145,32.1,2,"Mercedes"
"24416"," E Class",2019,25780,"Semi-Auto",14832,"Diesel",145,72.4,2,"Mercedes"
"24417"," A Class",2019,23480,"Semi-Auto",10191,"Diesel",145,67.3,1.5,"Mercedes"
"24418"," E Class",2017,22980,"Semi-Auto",20425,"Diesel",145,61.4,2,"Mercedes"
"24419"," GLA Class",2018,19480,"Manual",10637,"Diesel",145,67.3,2.1,"Mercedes"
"24420"," E Class",2019,27980,"Semi-Auto",14479,"Diesel",145,61.4,2,"Mercedes"
"24421"," GLC Class",2019,30980,"Semi-Auto",10217,"Diesel",145,56.5,2.1,"Mercedes"
"24422"," SLK",2016,16480,"Semi-Auto",36363,"Diesel",30,70.6,2,"Mercedes"
"24423"," C Class",2020,35980,"Semi-Auto",9,"Diesel",145,55.4,2,"Mercedes"
"24424"," E Class",2020,36980,"Semi-Auto",16,"Diesel",145,70.6,2,"Mercedes"
"24425"," A Class",2020,26980,"Manual",16,"Petrol",145,44.8,1.3,"Mercedes"
"24426"," A Class",2020,26980,"Manual",16,"Petrol",145,44.1,1.3,"Mercedes"
"24427"," A Class",2020,23980,"Manual",16,"Petrol",145,47.1,1.3,"Mercedes"
"24428"," C Class",2019,45980,"Semi-Auto",2010,"Petrol",145,29.7,3,"Mercedes"
"24429"," GLE Class",2020,48980,"Semi-Auto",3999,"Diesel",145,36.7,2,"Mercedes"
"24430"," GLC Class",2020,38980,"Semi-Auto",3999,"Diesel",145,40.9,2,"Mercedes"
"24431"," GLC Class",2020,47980,"Semi-Auto",3999,"Petrol",145,27.4,3,"Mercedes"
"24432"," C Class",2019,20980,"Semi-Auto",15933,"Petrol",145,44.1,1.5,"Mercedes"
"24433"," GLC Class",2019,30980,"Semi-Auto",5002,"Diesel",145,44.8,2,"Mercedes"
"24434"," GLA Class",2019,23780,"Semi-Auto",12580,"Diesel",145,67.3,2.1,"Mercedes"
"24435"," A Class",2015,13680,"Manual",45376,"Diesel",20,72.4,1.5,"Mercedes"
"24436"," A Class",2019,23980,"Semi-Auto",2555,"Petrol",145,47.9,1.3,"Mercedes"
"24437"," C Class",2019,26980,"Semi-Auto",8072,"Diesel",145,61.4,2,"Mercedes"
"24438"," E Class",2019,25780,"Semi-Auto",14259,"Diesel",145,72.4,2,"Mercedes"
"24439"," E Class",2019,28980,"Semi-Auto",3449,"Diesel",145,61.4,2,"Mercedes"
"24440"," GLA Class",2019,23480,"Semi-Auto",12741,"Diesel",145,67.3,2.1,"Mercedes"
"24441"," GLA Class",2019,23980,"Semi-Auto",15012,"Diesel",145,67.3,2.1,"Mercedes"
"24442"," C Class",2019,20480,"Semi-Auto",6459,"Petrol",145,46.3,1.5,"Mercedes"
"24443"," E Class",2019,24780,"Semi-Auto",11852,"Diesel",145,72.4,2,"Mercedes"
"24444"," C Class",2019,27980,"Semi-Auto",7460,"Diesel",145,56.5,2,"Mercedes"
"24445"," C Class",2019,29480,"Semi-Auto",7494,"Diesel",145,56.5,2,"Mercedes"
"24446"," C Class",2019,28980,"Semi-Auto",3695,"Diesel",145,56.5,2,"Mercedes"
"24447"," C Class",2019,19980,"Semi-Auto",14269,"Petrol",145,46.3,1.5,"Mercedes"
"24448"," E Class",2019,26980,"Semi-Auto",1506,"Diesel",145,67.3,2,"Mercedes"
"24449"," A Class",2019,20280,"Semi-Auto",13191,"Diesel",145,65.7,1.5,"Mercedes"
"24450"," A Class",2020,27980,"Semi-Auto",16,"Diesel",145,56.5,2,"Mercedes"
"24451"," A Class",2020,49980,"Semi-Auto",16,"Petrol",145,32.8,2,"Mercedes"
"24452"," A Class",2020,24480,"Manual",16,"Petrol",145,47.1,1.3,"Mercedes"
"24453"," C Class",2020,32480,"Semi-Auto",16,"Diesel",145,64.2,2,"Mercedes"
"24454"," A Class",2019,20780,"Semi-Auto",8043,"Diesel",145,65.7,1.5,"Mercedes"
"24455"," E Class",2019,25780,"Semi-Auto",13319,"Diesel",145,72.4,2,"Mercedes"
"24456"," E Class",2019,25780,"Semi-Auto",14784,"Diesel",145,72.4,2,"Mercedes"
"24457"," E Class",2019,26980,"Semi-Auto",13278,"Diesel",145,67.3,2,"Mercedes"
"24458"," M Class",2013,16991,"Semi-Auto",56979,"Diesel",200,44.8,2.1,"Mercedes"
"24459"," E Class",2019,24780,"Semi-Auto",2000,"Diesel",145,72.4,2,"Mercedes"
"24460"," E Class",2019,24780,"Semi-Auto",2000,"Diesel",145,72.4,2,"Mercedes"
"24461"," GLA Class",2020,25480,"Semi-Auto",16,"Petrol",145,37.2,1.6,"Mercedes"
"24462"," GLE Class",2016,34480,"Semi-Auto",35879,"Diesel",300,39.2,3,"Mercedes"
"24463"," GLA Class",2016,16980,"Semi-Auto",38096,"Diesel",20,64.2,2.1,"Mercedes"
"24464"," GLA Class",2020,24980,"Semi-Auto",16,"Petrol",145,37.2,1.6,"Mercedes"
"24465"," C Class",2020,31480,"Semi-Auto",9,"Diesel",145,64.2,2,"Mercedes"
"24466"," GLE Class",2019,53980,"Semi-Auto",11,"Diesel",145,32.8,2.9,"Mercedes"
"24467"," GLC Class",2018,27480,"Semi-Auto",7851,"Diesel",145,41.5,2.1,"Mercedes"
"24468"," GLE Class",2015,26480,"Semi-Auto",29196,"Diesel",200,47.9,2.1,"Mercedes"
"24469"," E Class",2017,20980,"Semi-Auto",15843,"Diesel",145,56.5,2.1,"Mercedes"
"24470"," C Class",2019,30980,"Semi-Auto",4957,"Diesel",145,57.7,2,"Mercedes"
"24471"," E Class",2017,23480,"Semi-Auto",23997,"Diesel",145,65.7,2,"Mercedes"
"24472"," E Class",2017,24980,"Semi-Auto",19893,"Diesel",145,54.3,3,"Mercedes"
"24473"," C Class",2016,18480,"Semi-Auto",14996,"Diesel",20,64.2,2.1,"Mercedes"
"24474"," C Class",2016,15480,"Manual",36069,"Diesel",20,68.9,2.1,"Mercedes"
"24475"," E Class",2019,34480,"Semi-Auto",6144,"Diesel",145,57.7,2,"Mercedes"
"24476"," GLB Class",2020,38980,"Semi-Auto",16,"Diesel",145,44.8,2,"Mercedes"
"24477"," E Class",2019,25780,"Semi-Auto",11082,"Diesel",145,72.4,2,"Mercedes"
